id,timestamp,user_name,chinese_name,email,age,income,gender,country,chinese_address,purchase_history,is_active,registration_date,credit_score,phone_number
16,2025-03-01T21:30:27+00:00,ouxfmnav,潘梓萱,aikvrveb@163.com,78,874000.0,女,法国,北京市长春振兴路83号2单元1950,"{""average_price"":417.88,""category"":""书籍"",""items"":[{""id"":601},{""id"":73},{""id"":786},{""id"":671},{""id"":943},{""id"":110},{""id"":375},{""id"":504}]}",False,2025-02-01,704,726-357-3902
17,2024-11-13T01:36:39+00:00,KSWROW,程勇,uuapaswd@126.com,83,193000.0,女,法国,湖南省福州复兴路34号3单元1971,"{""average_price"":345.61,""category"":""书籍"",""items"":[{""id"":618},{""id"":123},{""id"":527},{""id"":614}]}",False,2024-05-21,736,659-545-4915
18,2024-04-24T17:13:03+00:00,kkzyrif,贾志强,pneoihfi@qq.com,82,783000.0,男,德国,福建省郑州兴华路32号2单元1406,"{""average_price"":299.08,""category"":""书籍"",""items"":[{""id"":400},{""id"":170},{""id"":688},{""id"":24},{""id"":929},{""id"":807},{""id"":771}]}",False,2023-02-01,730,416-645-3500
19,2024-08-23T11:31:18+00:00,kkmnovv,卢雪,izvajtfz@outlook.com,72,597000.0,男,日本,山东省石家庄中山路100号5单元794,"{""average_price"":670.33,""category"":""服装"",""items"":[{""id"":580},{""id"":913},{""id"":978},{""id"":347},{""id"":642},{""id"":297},{""id"":490}]}",False,2023-11-11,664,146-574-2817
20,2023-10-22T23:43:27+00:00,TOWVUO,冯芳,lzmhdeol@163.com,37,31000.0,女,英国,天津市乌鲁木齐和平路181号4单元362,"{""average_price"":675.2800000000001,""category"":""家居"",""items"":[{""id"":300},{""id"":48},{""id"":908},{""id"":277},{""id"":318},{""id"":986},{""id"":69},{""id"":780},{""id"":861}]}",False,2021-11-24,432,910-581-6731
21,2023-06-28T04:46:23+00:00,NMRQC,杨娟,ayufvuau@gmail.com,63,248000.0,女,法国,黑龙江省中山安宁路156号2单元1649,"{""average_price"":625.78,""category"":""食品"",""items"":[{""id"":413},{""id"":710},{""id"":659},{""id"":44},{""id"":203},{""id"":949}]}",False,2021-02-22,599,836-417-7882
22,2023-10-13T05:53:58+00:00,zysxh,张红,oluucyvs@126.com,38,546000.0,男,印度,四川省金华富强路121号6单元1542,"{""average_price"":252.54999999999998,""category"":""家居"",""items"":[{""id"":140},{""id"":739},{""id"":969}]}",False,2021-11-01,433,663-706-7238
23,2024-11-22T13:31:39+00:00,OTECFO,于超,jkgbfixi@qq.com,33,291000.0,男,美国,云南省潍坊和平路75号4单元1089,"{""average_price"":613.9,""category"":""服装"",""items"":[{""id"":444},{""id"":943},{""id"":398},{""id"":530},{""id"":888},{""id"":77},{""id"":570}]}",False,2024-06-12,405,116-562-6592
24,2025-03-16T23:10:26+00:00,fwopkdr,彭浩,jszsqzfx@qq.com,86,981000.0,女,巴西,河北省东莞健康路25号4单元1573,"{""average_price"":756.46,""category"":""家居"",""items"":[{""id"":313},{""id"":951},{""id"":199},{""id"":334}]}",False,2025-03-08,752,386-642-3087
25,2023-07-03T15:13:56+00:00,TJCAE,杨桂英,mwxfiqmy@gmail.com,59,381000.0,其他,澳大利亚,北京市天津繁荣路80号2单元1752,"{""average_price"":227.8,""category"":""食品"",""items"":[{""id"":18},{""id"":734}]}",False,2021-03-07,574,609-790-4712
26,2024-07-19T16:12:07+00:00,gqtery,曹欣,hkgfcjns@outlook.com,31,933000.0,男,美国,内蒙古自治区太原东风路173号5单元1157,"{""average_price"":41.68,""category"":""服装"",""items"":[{""id"":518},{""id"":437},{""id"":873},{""id"":936},{""id"":581},{""id"":802}]}",False,2023-08-21,391,769-272-5692
27,2023-01-02T08:28:35+00:00,BEVZOTZ,蒋云,lcbnsvhw@163.com,88,487000.0,男,日本,新疆维吾尔自治区兰州北京路128号3单元1277,"{""average_price"":172.36,""category"":""书籍"",""items"":[{""id"":937},{""id"":845},{""id"":434},{""id"":679}]}",False,2020-01-04,767,251-479-8012
28,2024-02-07T16:39:01+00:00,jrpsgol,沈玉梅,xhumeqri@gmail.com,25,723000.0,女,法国,云南省佛山兴隆路60号1单元2281,"{""average_price"":250.57,""category"":""服装"",""items"":[{""id"":77},{""id"":761}]}",False,2022-08-04,347,440-316-8206
29,2023-09-06T05:12:05+00:00,YPOICU,宋敏,vtileokq@gmail.com,33,68000.0,男,德国,澳门特别行政区深圳兴业路172号5单元1749,"{""average_price"":608.9499999999999,""category"":""服装"",""items"":[{""id"":772},{""id"":331},{""id"":5},{""id"":24}]}",False,2021-08-06,402,589-234-9532
30,2023-08-14T22:05:05+00:00,upakxcj,傅红,ktpbgqhc@126.com,74,535000.0,女,法国,广东省大连富强路132号1单元587,"{""average_price"":585.1899999999999,""category"":""服装"",""items"":[{""id"":169},{""id"":875},{""id"":74},{""id"":124},{""id"":59},{""id"":583},{""id"":492},{""id"":769}]}",False,2021-06-14,672,109-548-6709
31,2023-02-12T03:22:49+00:00,ETQFNOEI,夏芳,hgtowknj@qq.com,18,21000.0,男,日本,海南省南昌朝阳路42号1单元1876,"{""average_price"":219.88,""category"":""服装"",""items"":[{""id"":82},{""id"":554}]}",False,2020-04-09,300,321-144-9432
32,2023-02-13T13:07:37+00:00,jnurqsu,沈鹏,ifmuolgl@163.com,66,735000.0,男,印度,陕西省温州安康路124号4单元2364,"{""average_price"":327.79,""category"":""书籍"",""items"":[{""id"":201},{""id"":646}]}",False,2020-04-12,620,554-198-8206
33,2024-03-11T08:11:45+00:00,atdqlumhe,金雪,ddvgbvyp@126.com,62,586000.0,女,澳大利亚,宁夏回族自治区深圳民族路122号2单元1887,"{""average_price"":997.03,""category"":""家居"",""items"":[{""id"":338},{""id"":117}]}",False,2022-10-19,593,906-909-8026
34,2024-10-08T08:49:25+00:00,xbswt,胡涵,slonmmai@163.com,90,792000.0,男,日本,浙江省潍坊朝阳路67号6单元1701,"{""average_price"":370.36,""category"":""食品"",""items"":[{""id"":745}]}",False,2024-02-27,780,861-169-6381
35,2024-09-13T17:48:26+00:00,RYNMYBDYX,侯波,dfojwefb@126.com,63,430000.0,男,日本,重庆市北京复兴路44号4单元780,"{""average_price"":832.6899999999999,""category"":""家居"",""items"":[{""id"":5},{""id"":972},{""id"":185}]}",False,2023-12-31,604,642-813-6405
36,2024-05-24T10:50:51+00:00,wkyffxmv,范志强,vwmqoawf@126.com,33,782000.0,女,英国,湖南省厦门兴安路187号5单元2025,"{""average_price"":467.38,""category"":""书籍"",""items"":[{""id"":998},{""id"":946}]}",False,2023-04-11,402,704-949-1990
37,2024-01-29T06:57:43+00:00,ZHAUQITMC,邵伟,vetuubyp@outlook.com,61,11000.0,女,法国,安徽省福州上海路187号6单元1143,"{""average_price"":935.6500000000001,""category"":""食品"",""items"":[{""id"":70},{""id"":181}]}",False,2022-07-12,586,470-942-7221
38,2024-02-23T00:33:28+00:00,oxlezc,郑建国,sdztjvbw@126.com,60,661000.0,男,中国,内蒙古自治区无锡胜利路38号1单元1926,"{""average_price"":798.0400000000001,""category"":""服装"",""items"":[{""id"":172},{""id"":678},{""id"":519},{""id"":14},{""id"":284},{""id"":936},{""id"":903}]}",False,2022-09-09,584,656-210-5743
39,2023-04-02T05:46:04+00:00,CNFBY,李杰,msoeblsm@outlook.com,29,220000.0,男,德国,青海省太原北京路154号3单元111,"{""average_price"":659.44,""category"":""食品"",""items"":[{""id"":513},{""id"":789},{""id"":178},{""id"":10},{""id"":409},{""id"":805},{""id"":746},{""id"":32},{""id"":608}]}",False,2020-08-02,373,832-124-2748
40,2023-07-08T12:52:00+00:00,LFRWFWH,沈娟,lfkbpmea@hotmail.com,68,239000.0,女,法国,安徽省北京科技路144号2单元2202,"{""average_price"":810.9100000000001,""category"":""书籍"",""items"":[{""id"":774},{""id"":650},{""id"":796},{""id"":490},{""id"":111},{""id"":881},{""id"":945},{""id"":650}]}",False,2021-03-18,638,252-719-1216
41,2024-04-05T05:34:48+00:00,ZFWBUYMMVN,龚波,klkxxnlk@163.com,79,429000.0,男,中国,天津市石家庄文化路154号5单元835,"{""average_price"":244.63,""category"":""家居"",""items"":[{""id"":97},{""id"":175},{""id"":366},{""id"":622},{""id"":397},{""id"":177}]}",False,2022-12-17,711,794-362-8793
42,2023-08-11T20:54:08+00:00,gxqnms,袁红,vyuurbyw@126.com,58,543000.0,男,德国,辽宁省成都民族路43号3单元1665,"{""average_price"":887.14,""category"":""家居"",""items"":[{""id"":271},{""id"":334},{""id"":815}]}",False,2021-06-07,569,652-622-9224
43,2023-06-05T10:51:18+00:00,zoeuwe,宋玲,djkgrelq@outlook.com,71,532000.0,女,巴西,辽宁省南宁西湖路167号3单元1470,"{""average_price"":771.3100000000001,""category"":""书籍"",""items"":[{""id"":261},{""id"":659},{""id"":357},{""id"":221},{""id"":726}]}",False,2020-12-31,656,678-367-5411
44,2024-08-25T05:33:07+00:00,EDQNMBS,薛娟,vysszprj@hotmail.com,97,242000.0,女,德国,重庆市株洲兴业路164号3单元148,"{""average_price"":325.81,""category"":""食品"",""items"":[{""id"":621},{""id"":790},{""id"":971},{""id"":867},{""id"":207},{""id"":910},{""id"":911},{""id"":288},{""id"":390}]}",False,2023-11-15,826,694-514-8454
45,2024-09-25T11:44:33+00:00,LBYFQIO,曾文,cpibwpqd@gmail.com,60,472000.0,男,德国,山东省太原和平路42号1单元2434,"{""average_price"":469.36,""category"":""书籍"",""items"":[{""id"":630},{""id"":909},{""id"":868},{""id"":225},{""id"":301},{""id"":342},{""id"":724},{""id"":650},{""id"":439}]}",False,2024-01-28,579,917-348-3859
46,2023-11-04T07:42:26+00:00,DPZNAXFJ,杜勇,jectdkcw@126.com,96,191000.0,男,美国,陕西省广州深圳路33号7单元2371,"{""average_price"":629.74,""category"":""服装"",""items"":[{""id"":449}]}",False,2021-12-22,820,802-875-7046
47,2023-05-11T04:44:28+00:00,VXVLY,吴云,xzjdkllt@outlook.com,53,487000.0,女,俄罗斯,浙江省青岛新华路14号2单元2343,"{""average_price"":97.11999999999999,""category"":""食品"",""items"":[{""id"":234},{""id"":854},{""id"":197},{""id"":576}]}",False,2020-11-01,534,990-601-4714
48,2023-05-02T11:42:47+00:00,emblijz,薛宇,amkqahar@qq.com,100,822000.0,女,英国,河南省泉州胜利路135号4单元132,"{""average_price"":453.52,""category"":""家居"",""items"":[{""id"":41},{""id"":721},{""id"":780},{""id"":690},{""id"":838},{""id"":221}]}",False,2020-10-12,849,139-282-9545
49,2024-04-23T19:49:32+00:00,UCVGNFQ,沈敏,gzjpefgb@gmail.com,74,77000.0,男,德国,宁夏回族自治区嘉兴南京路39号3单元2062,"{""average_price"":542.62,""category"":""书籍"",""items"":[{""id"":50}]}",False,2023-01-29,675,713-263-2864
50,2024-05-30T17:36:20+00:00,TJEKBPSMUU,文云,ovspypkf@126.com,91,498000.0,女,德国,辽宁省北京广州路161号6单元176,"{""average_price"":511.93,""category"":""服装"",""items"":[{""id"":827},{""id"":299},{""id"":993},{""id"":855},{""id"":961},{""id"":258},{""id"":374},{""id"":506},{""id"":886}]}",False,2023-04-26,788,972-320-7287
51,2023-07-20T11:23:31+00:00,CIYOLARTO,郝敏,fzjghdao@163.com,80,78000.0,女,澳大利亚,海南省东莞深圳路155号6单元1661,"{""average_price"":713.89,""category"":""家居"",""items"":[{""id"":496},{""id"":312},{""id"":174},{""id"":542},{""id"":644}]}",False,2021-04-15,713,657-499-9486
52,2023-04-10T17:55:15+00:00,MIQBFOUEK,顾军,aryviuim@126.com,43,166000.0,女,澳大利亚,重庆市中山安定路130号6单元2163,"{""average_price"":546.58,""category"":""服装"",""items"":[{""id"":75},{""id"":346},{""id"":592},{""id"":835},{""id"":972},{""id"":732}]}",False,2020-08-22,467,899-169-6128
53,2023-03-30T16:04:56+00:00,YRYWMWO,丁文,azqxkdpu@outlook.com,68,483000.0,女,英国,湖南省成都朝阳路73号5单元1054,"{""average_price"":247.6,""category"":""电子产品"",""items"":[{""id"":163},{""id"":248},{""id"":569},{""id"":73},{""id"":409},{""id"":939},{""id"":650}]}",False,2020-07-27,635,769-748-3957
54,2023-07-20T22:09:04+00:00,oplfh,王佳,ndvxhxbp@hotmail.com,18,848000.0,未指定,澳大利亚,贵州省深圳和平路45号2单元901,"{""average_price"":52.56999999999999,""category"":""电子产品"",""items"":[{""id"":447},{""id"":746},{""id"":995},{""id"":584},{""id"":879}]}",False,2021-04-17,304,278-400-7783
55,2024-09-26T17:36:24+00:00,ycbcst,郑宇,dogzepdb@126.com,82,830000.0,女,俄罗斯,甘肃省东莞西湖路96号2单元1682,"{""average_price"":525.79,""category"":""服装"",""items"":[{""id"":68},{""id"":279},{""id"":289},{""id"":101},{""id"":771},{""id"":544},{""id"":323}]}",False,2024-01-31,725,872-190-1160
56,2024-11-18T16:16:42+00:00,MCCCJDSBM,郝静,sqdrcons@126.com,25,85000.0,女,法国,甘肃省太原康乐路96号5单元2093,"{""average_price"":574.3,""category"":""书籍"",""items"":[{""id"":769},{""id"":860}]}",False,2024-06-03,350,496-354-9277
57,2024-08-09T03:08:26+00:00,WUTFBSLKWW,常超,klnditnw@gmail.com,60,298000.0,女,英国,澳门特别行政区台州长江路182号7单元792,"{""average_price"":398.08000000000004,""category"":""电子产品"",""items"":[{""id"":511},{""id"":506},{""id"":643},{""id"":354},{""id"":132}]}",False,2023-10-09,580,493-885-9425
58,2024-10-06T20:12:19+00:00,UJBUYFKM,戴勇,oaqvgify@gmail.com,72,186000.0,女,法国,湖北省福州广州路174号5单元2283,"{""average_price"":796.0600000000001,""category"":""服装"",""items"":[{""id"":229},{""id"":676},{""id"":469},{""id"":680}]}",False,2024-02-23,662,129-342-4001
59,2024-10-01T11:15:26+00:00,qdxmpzquc,熊建华,levblwxu@163.com,94,556000.0,男,中国,浙江省东莞富强路130号4单元1215,"{""average_price"":239.68,""category"":""食品"",""items"":[{""id"":693},{""id"":242},{""id"":499},{""id"":450},{""id"":653}]}",False,2024-02-11,806,944-861-4909
60,2023-03-31T11:05:28+00:00,rsffdok,卢小红,ozjfsaxw@126.com,20,677000.0,女,澳大利亚,海南省深圳深圳路125号2单元315,"{""average_price"":761.41,""category"":""电子产品"",""items"":[{""id"":116},{""id"":427},{""id"":835},{""id"":901},{""id"":254}]}",False,2020-07-29,319,836-426-2450
61,2023-12-01T21:18:42+00:00,ztvifpskv,顾建国,yzdsmitj@qq.com,25,660000.0,女,英国,吉林省保定朝阳路115号1单元1158,"{""average_price"":523.8100000000001,""category"":""家居"",""items"":[{""id"":933},{""id"":23},{""id"":608},{""id"":707},{""id"":628}]}",False,2022-02-25,352,784-318-4437
62,2023-04-17T22:03:02+00:00,WNCWHXWZ,方伟,vosufanh@126.com,49,0.0,女,法国,湖南省广州富强路156号5单元2112,"{""average_price"":478.27,""category"":""书籍"",""items"":[{""id"":401},{""id"":572},{""id"":120},{""id"":520},{""id"":11}]}",False,2020-09-08,508,400-795-3978
63,2023-04-10T23:07:46+00:00,ZXOXLFP,苏涛,hbwqxnpk@qq.com,52,261000.0,女,法国,甘肃省成都朝阳路10号1单元1391,"{""average_price"":316.9,""category"":""电子产品"",""items"":[{""id"":214}]}",False,2020-08-22,525,644-397-1055
64,2023-10-03T08:11:01+00:00,roxdhaccbv,文国强,dneauate@qq.com,51,582000.0,女,法国,新疆维吾尔自治区烟台兴隆路60号7单元2153,"{""average_price"":669.34,""category"":""电子产品"",""items"":[{""id"":117},{""id"":893},{""id"":197},{""id"":161},{""id"":542},{""id"":685},{""id"":349},{""id"":904},{""id"":862}]}",False,2021-10-08,522,251-887-1660
65,2023-06-07T22:26:18+00:00,YLHWG,林英,japjutuw@gmail.com,80,392000.0,男,中国,福建省哈尔滨安宁路101号2单元1938,"{""average_price"":863.38,""category"":""家居"",""items"":[{""id"":46},{""id"":813},{""id"":567},{""id"":692},{""id"":749},{""id"":837},{""id"":888},{""id"":871},{""id"":32},{""id"":485}]}",False,2021-01-06,717,624-542-7923
66,2023-05-19T02:57:55+00:00,cwpdlhk,卢玲,geeikgeu@126.com,53,533000.0,男,日本,湖北省沈阳胜利路108号5单元1807,"{""average_price"":593.11,""category"":""家居"",""items"":[{""id"":28},{""id"":368},{""id"":857},{""id"":128},{""id"":201},{""id"":378}]}",False,2020-11-20,536,566-109-2616
67,2025-01-25T19:59:34+00:00,PQLFGNRQF,顾萍,ujzgfopl@outlook.com,96,456000.0,男,中国,安徽省石家庄解放路69号5单元2104,"{""average_price"":448.57,""category"":""家居"",""items"":[{""id"":184},{""id"":337},{""id"":759},{""id"":521},{""id"":771}]}",False,2024-11-10,817,290-400-6867
68,2023-08-26T08:53:12+00:00,msmpoowtig,龙梓萱,ohrddwep@qq.com,96,872000.0,女,巴西,广东省沈阳人民路89号5单元490,"{""average_price"":239.68,""category"":""电子产品"",""items"":[{""id"":925},{""id"":557},{""id"":602},{""id"":20},{""id"":743}]}",False,2021-07-11,823,281-681-3892
69,2023-12-24T20:20:40+00:00,HNZAA,张艳,jaahshfo@hotmail.com,64,200000.0,女,法国,上海市大连安定路130号2单元364,"{""average_price"":405.01000000000005,""category"":""家居"",""items"":[{""id"":652},{""id"":995}]}",False,2022-04-20,606,613-210-4038
70,2025-01-12T22:26:56+00:00,bkqrxwig,汪建华,cebfzzpo@163.com,58,553000.0,女,英国,江西省合肥复兴路199号5单元2210,"{""average_price"":419.85999999999996,""category"":""家居"",""items"":[{""id"":829},{""id"":391},{""id"":67},{""id"":678},{""id"":871},{""id"":762},{""id"":588}]}",False,2024-10-11,570,798-838-4015
71,2024-06-06T10:53:02+00:00,hbloo,胡雨,jhiqpqop@163.com,22,942000.0,男,日本,黑龙江省青岛健康路14号2单元794,"{""average_price"":437.68,""category"":""电子产品"",""items"":[{""id"":534},{""id"":542},{""id"":351},{""id"":178},{""id"":266},{""id"":75},{""id"":960}]}",False,2023-05-12,327,427-472-7901
72,2024-06-26T08:02:07+00:00,IGPGNP,程勇,mujmeygw@outlook.com,21,186000.0,女,德国,广东省宁波工业路56号3单元685,"{""average_price"":546.58,""category"":""电子产品"",""items"":[{""id"":389},{""id"":822},{""id"":39},{""id"":94},{""id"":432}]}",False,2023-06-28,325,104-975-2659
73,2024-01-10T18:28:58+00:00,nsdhmc,冯建国,udsvzeef@126.com,22,665000.0,女,法国,西藏自治区长春兴隆路172号5单元1082,"{""average_price"":11.98,""category"":""书籍"",""items"":[{""id"":65},{""id"":874},{""id"":581},{""id"":98},{""id"":496},{""id"":932},{""id"":175},{""id"":356},{""id"":29}]}",False,2022-05-30,333,140-498-2492
74,2023-02-08T14:06:28+00:00,adkcequu,任玲,ikhedvch@126.com,85,520000.0,男,印度,贵州省东莞新华路78号1单元1718,"{""average_price"":221.85999999999999,""category"":""书籍"",""items"":[{""id"":276},{""id"":438},{""id"":649},{""id"":406}]}",False,2020-03-31,748,515-826-3677
75,2023-09-16T07:00:20+00:00,CSCVAQQDAM,龚芳,ulrjpbzj@outlook.com,96,29000.0,男,印度,吉林省贵阳青年路136号6单元1018,"{""average_price"":269.38,""category"":""书籍"",""items"":[{""id"":513},{""id"":867},{""id"":447},{""id"":589},{""id"":410},{""id"":82},{""id"":217},{""id"":252},{""id"":538},{""id"":818}]}",False,2021-08-29,820,162-262-9409
76,2024-09-26T11:49:59+00:00,zovgbedtsi,常玲,ozvsphqq@163.com,31,517000.0,男,中国,山东省南昌黄河路100号4单元1667,"{""average_price"":907.9300000000001,""category"":""书籍"",""items"":[{""id"":769},{""id"":116},{""id"":687},{""id"":289},{""id"":62},{""id"":996},{""id"":924}]}",False,2024-01-30,387,502-674-2544
77,2024-07-12T11:09:53+00:00,EYVQVQ,冯娟,nwythduu@qq.com,74,239000.0,女,法国,云南省西安文化路24号3单元2106,"{""average_price"":77.32000000000001,""category"":""服装"",""items"":[{""id"":13},{""id"":149}]}",False,2023-08-05,672,111-355-9430
78,2024-03-29T10:08:45+00:00,PDLLXOU,曾强,bpxkqivt@hotmail.com,84,133000.0,未指定,澳大利亚,青海省上海幸福路167号4单元2341,"{""average_price"":655.48,""category"":""书籍"",""items"":[{""id"":256},{""id"":392},{""id"":681},{""id"":749},{""id"":171},{""id"":436},{""id"":459},{""id"":837}]}",False,2022-12-01,744,417-275-4704
79,2024-06-19T17:41:47+00:00,vbmhltygmr,贺鹏,phjbcmqa@gmail.com,20,743000.0,女,巴西,甘肃省泉州工业路143号6单元518,"{""average_price"":942.5799999999999,""category"":""食品"",""items"":[{""id"":824},{""id"":927},{""id"":925},{""id"":601},{""id"":710},{""id"":636},{""id"":730},{""id"":277},{""id"":975}]}",False,2023-06-12,317,810-259-1087
80,2025-02-10T22:08:35+00:00,dxuaijm,阎飞,lmcvbptx@126.com,42,614000.0,男,印度,海南省武汉工业路3号4单元2205,"{""average_price"":318.88,""category"":""电子产品"",""items"":[{""id"":378},{""id"":152},{""id"":886},{""id"":995}]}",False,2024-12-18,462,771-128-6470
81,2024-07-08T01:53:01+00:00,fmljsh,韩桂兰,ftqztzsj@hotmail.com,71,757000.0,女,英国,天津市重庆西湖路2号2单元2141,"{""average_price"":597.0699999999999,""category"":""服装"",""items"":[{""id"":341},{""id"":346},{""id"":61},{""id"":149},{""id"":881},{""id"":441}]}",False,2023-07-25,652,410-493-7971
82,2023-04-24T13:37:38+00:00,ghwsebmvc,邹鹏,ywuydynd@outlook.com,57,747000.0,男,印度,宁夏回族自治区天津胜利路108号5单元938,"{""average_price"":566.3800000000001,""category"":""服装"",""items"":[{""id"":252},{""id"":145}]}",False,2020-09-23,559,816-540-1996
83,2023-07-19T07:45:11+00:00,leygru,董建国,hfdfovvw@163.com,21,661000.0,其他,澳大利亚,云南省西安健康路45号7单元211,"{""average_price"":786.1600000000001,""category"":""家居"",""items"":[{""id"":513},{""id"":93}]}",False,2021-04-13,326,685-827-8734
84,2025-01-10T01:52:20+00:00,QDKNAPQNDP,段云,homfwofz@qq.com,61,489000.0,女,英国,陕西省徐州兴隆路177号7单元177,"{""average_price"":888.13,""category"":""电子产品"",""items"":[{""id"":414},{""id"":574},{""id"":83},{""id"":973},{""id"":881},{""id"":893},{""id"":502},{""id"":716},{""id"":661}]}",False,2024-10-04,585,574-187-2575
85,2025-02-05T15:21:11+00:00,KFPANFXSA,康丽,bwjkwqrd@outlook.com,41,116000.0,男,德国,贵州省上海科技路110号1单元983,"{""average_price"":394.12,""category"":""食品"",""items"":[{""id"":184},{""id"":129},{""id"":393},{""id"":398}]}",False,2024-12-06,458,457-259-3135
